No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
34986,2017,2,25,17,11.0,25.0,4.0,14.0,300.0,86.0,12.5,1015.7,-10.5,0.0,WNW,2.3,Dongsi
34987,2017,2,25,18,9.0,27.0,3.0,18.0,300.0,82.0,11.4,1016.4,-12.1,0.0,NNW,2.6,Dongsi
34988,2017,2,25,19,12.0,37.0,3.0,28.0,400.0,75.0,9.1,1017.2,-9.9,0.0,NE,0.5,Dongsi
34989,2017,2,25,20,18.0,37.0,5.0,32.0,400.0,70.0,10.0,1018.1,-11.4,0.0,NNW,1.7,Dongsi
34990,2017,2,25,21,20.0,48.0,6.0,45.0,500.0,55.0,8.9,1018.9,-10.1,0.0,NNW,1.7,Dongsi
34991,2017,2,25,22,20.0,42.0,6.0,53.0,600.0,45.0,8.2,1019.7,-9.7,0.0,N,1.7,Dongsi
34992,2017,2,25,23,20.0,40.0,7.0,47.0,600.0,51.0,4.7,1020.4,-9.1,0.0,S,0.3,Dongsi
34993,2017,2,26,0,18.0,31.0,8.0,56.0,600.0,35.0,4.2,1020.7,-8.6,0.0,NNE,1.0,Dongsi
34994,2017,2,26,1,17.0,36.0,7.0,61.0,600.0,26.0,3.0,1020.7,-8.4,0.0,NE,0.6,Dongsi
34995,2017,2,26,2,21.0,35.0,6.0,63.0,500.0,18.0,2.3,1020.7,-8.2,0.0,ENE,0.7,Dongsi
34996,2017,2,26,3,19.0,36.0,6.0,71.0,700.0,3.0,1.3,1020.8,-7.7,0.0,N,0.5,Dongsi
34997,2017,2,26,4,22.0,40.0,7.0,82.0,700.0,2.0,-0.8,1020.6,-6.6,0.0,NE,1.1,Dongsi
34998,2017,2,26,5,20.0,33.0,9.0,82.0,900.0,2.0,-0.3,1020.8,-6.7,0.0,NE,0.6,Dongsi
34999,2017,2,26,6,21.0,37.0,10.0,77.0,200.0,6.0,1.5,1021.1,-8.1,0.0,NE,1.0,Dongsi
35000,2017,2,26,7,17.0,37.0,16.0,78.0,900.0,2.0,0.2,1021.5,-7.8,0.0,NE,0.2,Dongsi
35001,2017,2,26,8,18.0,44.0,20.0,65.0,900.0,13.0,3.7,1022.2,-8.4,0.0,ENE,1.7,Dongsi
35002,2017,2,26,9,19.0,36.0,11.0,48.0,700.0,31.0,6.2,1022.5,-8.2,0.0,ENE,1.3,Dongsi
35003,2017,2,26,10,23.0,41.0,8.0,42.0,700.0,40.0,7.9,1022.2,-8.6,0.0,NE,1.7,Dongsi
35004,2017,2,26,11,24.0,37.0,8.0,39.0,700.0,47.0,9.6,1022.0,-8.1,0.0,SE,1.2,Dongsi
35005,2017,2,26,12,21.0,25.0,7.0,26.0,600.0,64.0,10.7,1021.2,-8.6,0.0,NNW,1.5,Dongsi
35006,2017,2,26,13,21.0,21.0,6.0,20.0,500.0,70.0,12.4,1020.0,-8.2,0.0,NW,1.2,Dongsi
35007,2017,2,26,14,21.0,32.0,6.0,28.0,600.0,65.0,12.4,1018.9,-8.8,0.0,ESE,1.6,Dongsi
35008,2017,2,26,15,28.0,46.0,7.0,34.0,600.0,63.0,13.5,1018.5,-8.4,0.0,S,2.6,Dongsi
35009,2017,2,26,16,28.0,51.0,7.0,30.0,600.0,69.0,13.4,1018.3,-8.5,0.0,SW,3.1,Dongsi
35010,2017,2,26,17,29.0,47.0,6.0,25.0,500.0,78.0,12.9,1018.3,-8.3,0.0,SW,3.1,Dongsi
35011,2017,2,26,18,28.0,54.0,6.0,26.0,500.0,72.0,11.8,1018.7,-8.7,0.0,SW,3.2,Dongsi
35012,2017,2,26,19,37.0,80.0,8.0,36.0,600.0,58.0,10.9,1019.2,-8.9,0.0,SW,2.7,Dongsi
35013,2017,2,26,20,40.0,79.0,9.0,42.0,700.0,51.0,10.3,1019.4,-8.9,0.0,SW,1.9,Dongsi
35014,2017,2,26,21,45.0,87.0,11.0,48.0,700.0,43.0,9.8,1019.8,-8.8,0.0,SW,1.7,Dongsi
35015,2017,2,26,22,55.0,103.0,13.0,59.0,900.0,26.0,8.5,1020.1,-8.6,0.0,W,2.1,Dongsi
35016,2017,2,26,23,59.0,95.0,19.0,66.0,200.0,17.0,7.6,1019.9,-8.1,0.0,WSW,1.3,Dongsi
35017,2017,2,27,0,52.0,79.0,16.0,62.0,900.0,20.0,5.4,1020.0,-7.8,0.0,WSW,0.9,Dongsi
35018,2017,2,27,1,50.0,81.0,14.0,73.0,200.0,7.0,5.0,1019.8,-6.9,0.0,NE,1.3,Dongsi
35019,2017,2,27,2,60.0,122.0,18.0,97.0,1600.0,2.0,2.0,1019.7,-6.6,0.0,ENE,1.3,Dongsi
35020,2017,2,27,3,76.0,137.0,25.0,99.0,1900.0,2.0,1.5,1019.3,-6.6,0.0,NE,1.5,Dongsi
35021,2017,2,27,4,89.0,165.0,28.0,97.0,2500.0,2.0,1.8,1019.3,-6.8,0.0,NNE,1.1,Dongsi
35022,2017,2,27,5,121.0,193.0,28.0,103.0,300.0,2.0,0.1,1019.4,-6.5,0.0,NE,1.0,Dongsi
35023,2017,2,27,6,119.0,175.0,24.0,97.0,3400.0,2.0,-0.3,1019.4,-6.3,0.0,ENE,0.8,Dongsi
35024,2017,2,27,7,102.0,135.0,23.0,90.0,2800.0,2.0,0.6,1019.6,-6.3,0.0,NNE,0.7,Dongsi
35025,2017,2,27,8,86.0,140.0,28.0,85.0,2500.0,2.0,2.3,1019.9,-5.6,0.0,NE,0.8,Dongsi
35026,2017,2,27,9,84.0,137.0,32.0,86.0,2300.0,2.0,3.8,1019.9,-6.0,0.0,NNE,1.3,Dongsi
35027,2017,2,27,10,94.0,164.0,33.0,89.0,2200.0,5.0,6.8,1019.3,-5.2,0.0,E,1.9,Dongsi
35028,2017,2,27,11,109.0,151.0,37.0,90.0,2400.0,13.0,10.0,1018.3,-5.6,0.0,ESE,1.4,Dongsi
35029,2017,2,27,12,101.0,133.0,35.0,87.0,2200.0,25.0,12.1,1017.3,-5.4,0.0,SSW,1.2,Dongsi
35030,2017,2,27,13,106.0,154.0,34.0,91.0,2100.0,32.0,14.0,1015.8,-5.2,0.0,SSE,1.8,Dongsi
35031,2017,2,27,14,61.0,86.0,10.0,47.0,1000.0,44.1252,14.2,1014.7,-6.7,0.0,SW,2.1,Dongsi
35032,2017,2,27,15,61.0,86.0,10.0,47.0,1000.0,44.1252,15.7,1014.1,-7.2,0.0,SW,2.7,Dongsi
35033,2017,2,27,16,61.0,86.0,10.0,47.0,1000.0,44.1252,15.9,1014.0,-9.9,0.0,SW,2.9,Dongsi
35034,2017,2,27,17,61.0,86.0,10.0,47.0,1000.0,44.1252,15.4,1013.8,-9.6,0.0,SW,1.9,Dongsi
35035,2017,2,27,18,47.0,87.0,7.0,40.0,700.0,74.0,13.8,1013.8,-9.5,0.0,SW,1.6,Dongsi
35036,2017,2,27,19,48.0,92.0,8.0,59.0,200.0,50.0,11.5,1014.1,-8.4,0.0,SSW,1.0,Dongsi
35037,2017,2,27,20,58.0,108.0,8.0,87.0,1400.0,20.0,11.7,1014.3,-8.8,0.0,SW,1.6,Dongsi
35038,2017,2,27,21,56.0,110.0,11.0,98.0,1200.0,7.0,13.0,1014.7,-8.9,0.0,SSW,2.1,Dongsi
35039,2017,2,27,22,58.0,127.0,13.0,102.0,1300.0,3.0,12.9,1015.3,-8.3,0.0,NNW,2.1,Dongsi
35040,2017,2,27,23,65.0,135.0,18.0,111.0,1500.0,2.0,10.9,1015.6,-7.4,0.0,NNW,1.4,Dongsi
35041,2017,2,28,0,73.0,110.0,23.0,105.0,1400.0,2.0,9.9,1015.6,-8.3,0.0,NNE,1.5,Dongsi
35042,2017,2,28,1,31.0,31.0,8.0,58.0,700.0,31.0,8.4,1015.9,-7.8,0.0,ENE,1.5,Dongsi
35043,2017,2,28,2,11.0,11.0,4.0,23.0,400.0,53.0,8.6,1016.0,-10.9,0.0,NNE,0.9,Dongsi
35044,2017,2,28,3,11.0,36.0,6.0,58.0,400.0,18.0,7.3,1015.8,-9.6,0.0,NE,1.0,Dongsi
35045,2017,2,28,4,14.0,28.0,9.0,40.0,400.0,52.0,7.0,1016.0,-9.4,0.0,ENE,1.9,Dongsi
35046,2017,2,28,5,10.0,23.0,11.0,24.0,500.0,60.0,5.3,1015.9,-9.0,0.0,E,1.4,Dongsi
35047,2017,2,28,6,12.0,26.0,12.0,27.0,500.0,56.0,9.5,1015.9,-11.2,0.0,NNW,3.1,Dongsi
35048,2017,2,28,7,10.0,30.0,11.0,36.0,600.0,47.0,8.4,1016.2,-12.1,0.0,NW,2.3,Dongsi
35049,2017,2,28,8,13.0,39.0,13.0,46.0,600.0,40.0,9.2,1016.6,-11.5,0.0,NW,1.3,Dongsi
35050,2017,2,28,9,8.0,29.0,8.0,38.0,500.0,51.0,10.7,1016.7,-11.4,0.0,N,2.3,Dongsi
35051,2017,2,28,10,11.0,29.0,4.0,23.0,400.0,69.0,12.0,1016.6,-13.1,0.0,NNW,2.3,Dongsi
35052,2017,2,28,11,11.0,19.0,2.0,14.0,300.0,81.0,13.3,1016.0,-12.8,0.0,NW,3.3,Dongsi
35053,2017,2,28,12,5.0,27.0,2.0,11.0,300.0,85.0,12.9,1015.4,-14.9,0.0,NW,3.3,Dongsi
35054,2017,2,28,13,9.0,12.0,2.0,8.0,200.0,90.0,14.0,1014.5,-15.0,0.0,NNW,2.9,Dongsi
35055,2017,2,28,14,7.0,8.0,2.0,9.0,200.0,93.0,14.6,1013.3,-15.6,0.0,N,3.6,Dongsi
35056,2017,2,28,15,8.0,33.0,2.0,8.0,200.0,96.0,15.4,1013.0,-15.0,0.0,NNW,3.3,Dongsi
35057,2017,2,28,16,9.0,27.0,3.0,10.0,200.0,94.0,14.9,1012.6,-15.4,0.0,NW,2.1,Dongsi
35058,2017,2,28,17,12.0,44.0,3.0,12.0,300.0,93.0,14.2,1012.5,-14.9,0.0,NW,3.1,Dongsi
35059,2017,2,28,18,13.0,47.0,2.0,18.0,300.0,86.0,13.4,1013.0,-15.5,0.0,WNW,1.4,Dongsi
35060,2017,2,28,19,16.0,51.0,3.0,29.0,400.0,73.0,12.5,1013.5,-16.2,0.0,NW,2.4,Dongsi
35061,2017,2,28,20,18.0,45.0,3.0,43.0,500.0,54.0,11.6,1013.6,-15.1,0.0,WNW,0.9,Dongsi
35062,2017,2,28,21,23.0,58.0,5.0,61.0,700.0,28.0,10.8,1014.2,-13.3,0.0,NW,1.1,Dongsi
35063,2017,2,28,22,23.0,53.0,9.0,75.0,900.0,15.0,10.5,1014.4,-12.9,0.0,NNW,1.2,Dongsi
35064,2017,2,28,23,30.0,71.0,11.0,87.0,1200.0,4.0,8.6,1014.1,-15.9,0.0,NNE,1.3,Dongsi
1,2013,3,1,0,7.0,7.0,3.0,2.0,100.0,91.0,-2.3,1020.3,-20.7,0.0,WNW,3.1,Huairou
2,2013,3,1,1,4.0,5.0,3.0,25.0,100.0,92.0,-2.7,1020.8,-20.5,0.0,NNW,1.5,Huairou
3,2013,3,1,2,4.0,5.0,4.0,25.0,100.0,91.0,-3.2,1020.6,-21.4,0.0,NW,1.8,Huairou
4,2013,3,1,3,3.0,5.0,3.0,2.0,800.0,49.0,-3.3,1021.3,-23.7,0.0,NNW,2.4,Huairou
5,2013,3,1,4,3.0,5.0,7.0,25.0,300.0,86.0,-4.1,1022.1,-22.7,0.0,NNW,2.2,Huairou
6,2013,3,1,5,4.0,5.0,3.0,3.0,200.0,85.0,-4.2,1022.3,-24.5,0.0,N,4.3,Huairou
7,2013,3,1,6,3.0,6.0,33.0,7.0,300.0,82.0,-5.9,1023.1,-21.9,0.0,WNW,0.6,Huairou
8,2013,3,1,7,3.0,10.0,13.0,13.0,400.0,71.0,-2.7,1024.3,-23.2,0.0,NNE,3.4,Huairou
9,2013,3,1,8,3.0,13.0,34.0,38.0,800.0,45.0,-1.6,1025.2,-23.5,0.0,NNE,4.6,Huairou
10,2013,3,1,9,17.0,36.0,50.0,28.0,700.0,60.0,-1.1,1025.4,-23.8,0.0,NE,4.9,Huairou
11,2013,3,1,10,19.0,32.0,5.0,3.0,300.0,85.0,1.0,1025.1,-23.6,0.0,ESE,2.7,Huairou
12,2013,3,1,11,10.0,11.0,3.0,25.0,300.0,87.0,2.4,1024.5,-22.5,0.0,SE,3.9,Huairou
13,2013,3,1,12,3.0,6.0,5.0,3.0,300.0,86.0,3.9,1023.8,-21.3,0.0,W,1.9,Huairou
14,2013,3,1,13,3.0,6.0,7.0,3.0,300.0,87.0,4.7,1022.8,-22.4,0.0,S,3.3,Huairou
15,2013,3,1,14,3.0,6.0,9.0,6.0,300.0,87.0,5.7,1022.3,-22.6,0.0,NW,1.9,Huairou
16,2013,3,1,15,3.0,5.0,4.0,3.0,200.0,89.0,5.4,1022.7,-22.8,0.0,NE,3.1,Huairou
17,2013,3,1,16,3.0,6.0,16.0,6.0,300.0,86.0,4.6,1022.7,-22.5,0.0,NE,3.2,Huairou
18,2013,3,1,17,4.0,10.0,13.0,12.0,300.0,80.0,3.4,1023.2,-21.7,0.0,N,2.8,Huairou
19,2013,3,1,18,4.0,12.0,10.0,15.0,300.0,76.0,1.2,1024.4,-21.2,0.0,ENE,1.4,Huairou
20,2013,3,1,19,9.0,18.0,24.0,22.0,500.0,68.0,0.8,1025.1,-20.9,0.0,NNE,2.3,Huairou
21,2013,3,1,20,20.0,24.0,22.0,24.0,500.0,65.0,0.7,1026.2,-20.4,0.0,NNE,4.4,Huairou
22,2013,3,1,21,23.0,29.0,27.0,16.0,400.0,71.0,-0.2,1027.3,-20.0,0.0,NE,3.3,Huairou
23,2013,3,1,22,13.0,20.0,23.0,18.0,400.0,68.0,-1.0,1027.9,-19.6,0.0,NE,3.7,Huairou
24,2013,3,1,23,13.0,24.0,50.0,23.0,400.0,61.0,-1.1,1027.4,-19.2,0.0,NE,3.7,Huairou
25,2013,3,2,0,15.0,21.0,44.0,28.0,500.0,57.0,-1.8,1027.3,-19.3,0.0,NE,4.8,Huairou
26,2013,3,2,1,9.0,16.0,28.0,17.0,400.0,67.0,-2.1,1027.9,-19.1,0.0,ENE,2.6,Huairou
27,2013,3,2,2,11.0,13.0,40.0,16.0,300.0,67.0,-2.2,1027.4,-19.6,0.0,NE,3.9,Huairou
28,2013,3,2,3,8.0,15.0,27.0,17.0,400.0,64.0,-2.3,1027.1,-19.3,0.0,ENE,2.4,Huairou
29,2013,3,2,4,13.0,15.0,47.0,26.0,400.0,56.0,-3.4,1027.2,-18.1,0.0,W,0.6,Huairou
30,2013,3,2,5,15.0,18.0,42.2688,26.4837,800.0,56.1204,-4.2,1026.9,-16.4,0.0,WNW,1.4,Huairou
31,2013,3,2,6,12.0,17.0,21.0,11.0,400.0,63.0,-4.5,1025.8,-16.4,0.0,E,1.9,Huairou
32,2013,3,2,7,7.0,11.0,11.0,18.0,500.0,45.0,-4.0,1026.6,-14.2,0.0,E,1.2,Huairou
33,2013,3,2,8,14.0,11.0,61.0,44.0,600.0,28.0,-2.6,1026.6,-16.7,0.0,ENE,0.8,Huairou
34,2013,3,2,9,22.0,31.0,63.0,60.0,800.0,18.0,-1.2,1026.2,-16.2,0.0,S,0.9,Huairou
35,2013,3,2,10,31.0,49.0,48.0,33.0,500.0,43.0,-0.1,1025.8,-16.9,0.0,SSE,0.6,Huairou
36,2013,3,2,11,27.0,35.0,79.0,47.0,600.0,35.0,1.1,1025.5,-16.8,0.0,WSW,1.8,Huairou
37,2013,3,2,12,36.0,50.0,73.0,50.0,700.0,38.0,2.0,1024.3,-18.1,0.0,SW,1.2,Huairou
38,2013,3,2,13,31.0,47.0,41.0,39.0,500.0,48.0,2.2,1022.8,-17.9,0.0,S,1.1,Huairou
39,2013,3,2,14,28.0,37.0,25.0,34.0,400.0,54.0,2.3,1022.0,-17.3,0.0,SW,2.1,Huairou
40,2013,3,2,15,26.0,31.0,25.0,50.0,600.0,40.0,2.8,1021.3,-17.4,0.0,SW,1.8,Huairou
41,2013,3,2,16,29.0,41.0,27.0,60.0,700.0,30.0,2.2,1020.7,-16.8,0.0,SSW,1.4,Huairou
42,2013,3,2,17,36.0,52.0,44.0,81.0,800.0,16.0,1.2,1020.4,-15.8,0.0,W,0.9,Huairou
43,2013,3,2,18,44.0,67.0,42.0,91.0,1000.0,5.0,0.1,1020.4,-15.5,0.0,NW,1.0,Huairou
44,2013,3,2,19,53.0,70.0,36.0,100.0,1100.0,2.0,-1.3,1019.9,-12.6,0.0,W,1.0,Huairou
45,2013,3,2,20,52.0,71.0,42.0,100.0,1800.0,2.0,-1.6,1019.7,-13.5,0.0,W,1.1,Huairou
46,2013,3,2,21,97.0,103.0,34.0,88.0,1600.0,2.0,-1.8,1019.6,-12.5,0.0,WNW,1.2,Huairou
47,2013,3,2,22,89.0,89.0,30.0,83.0,1600.0,2.0,-1.8,1019.0,-13.3,0.0,WNW,0.7,Huairou
48,2013,3,2,23,80.0,83.0,30.0,77.0,1399.0,2.0,-2.8,1018.1,-10.1,0.0,WNW,1.4,Huairou
49,2013,3,3,0,62.0,70.0,22.0,66.0,1300.0,2.0,-2.9,1017.0,-11.9,0.0,WNW,0.0,Huairou
50,2013,3,3,1,51.0,63.0,20.0,52.0,1000.0,6.0,-3.8,1016.2,-12.7,0.0,NE,0.9,Huairou
51,2013,3,3,2,42.0,49.0,18.0,48.0,900.0,7.0,-4.6,1015.0,-11.2,0.0,N,0.8,Huairou
52,2013,3,3,3,40.0,45.0,19.0,52.0,1100.0,2.0,-5.5,1014.3,-11.2,0.0,WNW,1.5,Huairou
53,2013,3,3,4,44.0,51.0,16.0,45.0,1000.0,6.0,-6.1,1013.7,-12.0,0.0,WNW,1.3,Huairou
54,2013,3,3,5,45.0,49.0,12.0,45.0,1100.0,3.0,-6.9,1013.2,-12.6,0.0,NNW,0.4,Huairou
55,2013,3,3,6,55.0,58.0,12.0,44.0,1100.0,3.0,-7.2,1013.1,-12.3,0.0,NNE,0.8,Huairou
56,2013,3,3,7,47.0,57.0,12.0,43.0,1000.0,3.0,-5.6,1013.3,-11.3,0.0,WNW,1.5,Huairou
57,2013,3,3,8,58.0,59.0,17.0,41.0,1100.0,8.0,-0.4,1012.8,-11.8,0.0,N,0.5,Huairou
58,2013,3,3,9,64.0,68.0,83.0,55.0,1300.0,10.0,2.4,1012.5,-12.7,0.0,ESE,2.0,Huairou
59,2013,3,3,10,77.0,97.0,91.0,74.0,1500.0,16.0,5.2,1011.7,-12.8,0.0,NW,0.9,Huairou
60,2013,3,3,11,96.0,127.0,83.0,62.0,1200.0,33.0,7.6,1010.4,-12.8,0.0,E,2.1,Huairou
61,2013,3,3,12,95.0,112.0,87.0,61.0,1200.0,43.0,10.1,1009.4,-12.5,0.0,ESE,3.0,Huairou
62,2013,3,3,13,94.0,115.0,75.0,57.0,1100.0,52.0,11.5,1008.1,-12.8,0.0,E,2.1,Huairou
63,2013,3,3,14,103.0,128.0,66.0,51.0,1000.0,55.0,13.2,1007.4,-12.9,0.0,ESE,3.0,Huairou
64,2013,3,3,15,103.0,140.0,64.0,65.0,1000.0,54.0,15.3,1007.1,-14.0,0.0,NW,4.4,Huairou
65,2013,3,3,16,98.0,151.0,63.0,63.0,900.0,54.0,15.1,1007.3,-14.2,0.0,W,4.9,Huairou
66,2013,3,3,17,82.0,154.0,9.0,19.0,200.0,78.0,13.1,1007.9,-13.9,0.0,N,1.9,Huairou
67,2013,3,3,18,22.0,70.0,5.0,14.0,200.0,77.0,8.8,1009.2,-12.4,0.0,WNW,2.7,Huairou
68,2013,3,3,19,12.0,40.0,18.0,25.0,500.0,41.0,9.4,1010.0,-12.5,0.0,WNW,3.1,Huairou
69,2013,3,3,20,18.0,60.0,12.0,29.0,500.0,40.0,7.3,1010.1,-12.5,0.0,SSW,0.9,Huairou
70,2013,3,3,21,18.0,52.0,10.0,25.0,300.0,52.0,4.7,1010.5,-12.3,0.0,WSW,0.0,Huairou
71,2013,3,3,22,17.0,44.0,34.0,47.0,1200.0,4.0,3.3,1011.3,-10.7,0.0,WNW,1.2,Huairou
72,2013,3,3,23,40.0,79.0,29.0,47.0,1000.0,19.0,9.9,1011.8,-13.4,0.0,WNW,2.6,Huairou
73,2013,3,4,0,38.0,68.0,27.0,34.0,700.0,33.0,7.2,1012.8,-13.1,0.0,E,0.7,Huairou
74,2013,3,4,1,28.0,51.0,11.0,6.0,100.0,75.0,5.9,1013.7,-13.2,0.0,SW,1.6,Huairou
75,2013,3,4,2,9.0,24.0,16.0,10.0,100.0,74.0,4.7,1013.9,-13.2,0.0,NW,5.3,Huairou
76,2013,3,4,3,13.0,26.0,13.0,8.0,200.0,73.0,7.2,1014.0,-15.6,0.0,NNW,3.5,Huairou
77,2013,3,4,4,6.0,14.0,21.0,12.0,100.0,74.0,4.0,1014.0,-14.3,0.0,SSE,1.4,Huairou
78,2013,3,4,5,8.0,26.0,29.0,31.0,400.0,43.0,1.8,1014.7,-13.2,0.0,SW,2.0,Huairou
79,2013,3,4,6,14.0,30.0,31.0,38.0,500.0,35.0,0.0,1016.0,-13.3,0.0,SSW,0.2,Huairou
80,2013,3,4,7,13.0,38.0,40.0,55.0,600.0,16.0,2.4,1017.0,-11.9,0.0,E,0.5,Huairou
81,2013,3,4,8,14.0,42.0,60.0,92.0,3299.0,2.0,7.1,1017.6,-12.2,0.0,SE,1.7,Huairou
82,2013,3,4,9,47.0,117.0,64.0,49.0,500.0,38.0,8.6,1017.8,-13.8,0.0,SE,1.9,Huairou
83,2013,3,4,10,26.0,48.0,34.0,22.0,200.0,66.0,10.1,1017.2,-13.9,0.0,E,2.2,Huairou
84,2013,3,4,11,15.0,29.0,31.0,23.0,200.0,69.0,11.4,1016.8,-14.4,0.0,ESE,2.9,Huairou
85,2013,3,4,12,17.0,28.0,21.0,20.0,200.0,75.0,12.5,1015.7,-14.3,0.0,ENE,3.5,Huairou
86,2013,3,4,13,21.0,29.0,13.0,15.0,200.0,84.0,12.9,1014.5,-14.0,0.0,E,2.6,Huairou
87,2013,3,4,14,16.0,21.0,13.0,14.0,100.0,88.0,13.7,1013.5,-14.3,0.0,E,1.9,Huairou
88,2013,3,4,15,15.0,19.0,15.0,16.0,100.0,90.0,13.9,1012.9,-14.1,0.0,SSE,1.6,Huairou
89,2013,3,4,16,16.0,24.0,14.0,14.0,100.0,91.0,13.3,1012.3,-14.6,0.0,ENE,1.5,Huairou
90,2013,3,4,17,20.0,27.0,23.0,26.0,200.0,81.0,11.2,1012.5,-13.8,0.0,N,2.0,Huairou
91,2013,3,4,18,27.0,36.0,24.0,34.0,300.0,72.0,7.8,1013.2,-11.6,0.0,NW,1.1,Huairou
92,2013,3,4,19,47.0,53.0,23.0,79.0,700.0,18.0,5.6,1013.5,-12.0,0.0,W,1.6,Huairou
93,2013,3,4,20,47.0,92.0,30.0,90.0,1000.0,8.0,3.5,1013.7,-11.7,0.0,NW,1.6,Huairou
94,2013,3,4,21,47.0,100.0,24.0,54.0,1000.0,25.0,2.3,1013.7,-10.3,0.0,NW,1.0,Huairou
95,2013,3,4,22,47.0,85.0,22.0,54.0,900.0,21.0,2.1,1013.6,-10.8,0.0,WNW,2.2,Huairou
96,2013,3,4,23,47.0,74.0,18.0,47.0,900.0,91.0,1.4,1013.1,-10.8,0.0,N,0.8,Huairou
97,2013,3,5,0,47.0,70.0,16.0,39.0,700.0,91.0,1.2,1012.5,-10.6,0.0,NW,1.3,Huairou
98,2013,3,5,1,47.0,57.0,16.0,31.0,600.0,91.0,0.8,1012.0,-10.7,0.0,NW,1.3,Huairou
99,2013,3,5,2,47.0,51.0,4.0,27.0,600.0,91.0,0.3,1011.6,-10.3,0.0,WNW,2.3,Huairou
100,2013,3,5,3,47.0,51.0,13.0,28.0,800.0,91.0,-0.1,1011.1,-10.4,0.0,WNW,1.6,Huairou
101,2013,3,5,4,47.0,51.0,14.0,25.0,800.0,91.0,-0.9,1010.9,-9.8,0.0,WNW,2.0,Huairou
102,2013,3,5,5,47.0,53.0,13.0,28.0,800.0,91.0,-0.9,1010.6,-9.8,0.0,WNW,1.4,Huairou
103,2013,3,5,6,47.0,58.0,15.0,28.0,800.0,91.0,-1.5,1010.7,-9.4,0.0,WNW,1.8,Huairou
104,2013,3,5,7,47.0,58.0,14.0,36.0,900.0,91.0,0.4,1010.5,-8.8,0.0,W,0.4,Huairou
105,2013,3,5,8,47.0,62.0,20.0,44.0,1000.0,91.0,5.0,1010.4,-8.5,0.0,ENE,0.6,Huairou
106,2013,3,5,9,47.0,69.0,39.0,39.0,1200.0,91.0,7.8,1009.9,-9.2,0.0,S,1.1,Huairou
107,2013,3,5,10,47.0,98.0,84.0,62.0,1600.0,91.0,8.8,1009.0,-8.7,0.0,SE,1.6,Huairou
108,2013,3,5,11,47.0,122.0,91.0,75.0,1700.0,91.0,9.9,1007.8,-8.7,0.0,SE,1.5,Huairou
109,2013,3,5,12,47.0,135.0,91.0,77.0,1600.0,42.0,12.0,1006.5,-8.5,0.0,SSE,2.1,Huairou
110,2013,3,5,13,47.0,142.0,90.0,80.0,1500.0,91.0,13.1,1005.2,-9.4,0.0,SSW,1.2,Huairou
111,2013,3,5,14,47.0,146.0,84.0,83.0,800.0,91.0,14.3,1004.5,-8.4,0.0,ESE,1.7,Huairou
112,2013,3,5,15,47.0,136.0,75.0,75.0,1100.0,91.0,14.1,1004.2,-7.9,0.0,SSE,2.2,Huairou
113,2013,3,5,16,47.0,136.0,77.0,82.0,1100.0,88.0,13.0,1004.2,-8.3,0.0,SSW,1.1,Huairou
114,2013,3,5,17,3.0,158.0,80.0,79.0,1200.0,88.0,11.5,1004.6,-7.9,0.0,SSW,0.2,Huairou
115,2013,3,5,18,3.0,184.0,82.0,83.0,1600.0,88.0,7.9,1005.1,-7.4,0.0,WNW,1.6,Huairou
116,2013,3,5,19,3.0,233.0,61.0,116.0,2299.0,88.0,6.2,1005.5,-7.4,0.0,WNW,2.2,Huairou
117,2013,3,5,20,189.0,243.0,54.0,116.0,2500.0,88.0,5.0,1005.9,-6.9,0.0,SE,0.6,Huairou
118,2013,3,5,21,200.0,233.0,54.0,116.0,2200.0,88.0,3.4,1006.0,-7.1,0.0,NNE,0.6,Huairou
119,2013,3,5,22,182.0,203.0,47.0,92.0,1899.0,88.0,3.1,1005.7,-6.6,0.0,NE,0.8,Huairou
120,2013,3,5,23,163.0,163.0,42.0,90.0,1899.0,88.0,2.0,1005.7,-6.8,0.0,SSE,0.6,Huairou
121,2013,3,6,0,156.0,159.0,38.0,67.0,1700.0,88.0,1.1,1005.5,-6.5,0.0,NNE,0.5,Huairou
122,2013,3,6,1,142.0,142.0,34.0,58.0,1500.0,88.0,0.6,1005.5,-6.5,0.0,WNW,1.9,Huairou
123,2013,3,6,2,154.0,132.0,29.0,63.0,1700.0,88.0,0.2,1004.7,-6.2,0.0,NW,1.0,Huairou
124,2013,3,6,3,134.0,136.0,25.0,51.0,1600.0,88.0,0.0,1004.7,-6.2,0.0,NE,0.7,Huairou
125,2013,3,6,4,154.0,128.0,21.0,51.0,1600.0,88.0,0.0,1004.7,-6.2,0.0,NNW,0.9,Huairou
126,2013,3,6,5,135.0,138.0,21.0,57.0,1600.0,88.0,0.4,1005.3,-6.3,0.0,NW,1.6,Huairou
127,2013,3,6,6,132.0,143.0,31.0,76.0,1800.0,88.0,0.7,1005.6,-6.0,0.0,NW,1.7,Huairou
128,2013,3,6,7,130.0,143.0,31.0,79.0,1800.0,88.0,1.6,1006.3,-5.3,0.0,WNW,1.2,Huairou
129,2013,3,6,8,134.0,150.0,51.0,84.0,1899.0,88.0,3.3,1006.3,-4.0,0.0,SW,0.4,Huairou
130,2013,3,6,9,142.0,160.0,70.0,91.0,2100.0,88.0,5.5,1006.1,-4.7,0.0,ESE,1.0,Huairou
